iso_weekstartdate,iso_year,iso_week,isoyw,temperature,dew_point_temperature,relative_humidity,wind_speed,wind_direction,sea_level_pressure,station_level_pressure,visibility,wind_gust,wet_bulb_temperature,altimeter,pressure_3hr_change,precipitation,precipitation_3_hour,precipitation_6_hour,precipitation_9_hour,precipitation_12_hour,precipitation_15_hour,precipitation_18_hour,precipitation_21_hour,precipitation_24_hour,Station_ID,Station_name,Latitude,Longitude,Elevation
2013-08-05,2013,32,201332,2.163076923076923,1.3592307692307695,61.76923076923077,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIM00002956,KOUVOLA UTTI LENTOPORTINTIE,60.891,26.929,99.0
2013-08-12,2013,33,201333,1.898562874251497,1.4362874251497004,77.74850299401197,,,1008.2111111111111,996.4455555555556,,,1.5674444444444444,,-0.05714285714285715,0.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,FIM00002956,KOUVOLA UTTI LENTOPORTINTIE,60.891,26.929,99.0
2013-08-19,2013,34,201334,1.5422619047619048,1.2795238095238095,86.22619047619048,,,1010.9970238095239,999.1154761904761,,,1.393095238095238,,0.15892857142857145,0.0,0.0,0.0,0.0,55.1,0.0,0.0,0.0,0.0,FIM00002956,KOUVOLA UTTI LENTOPORTINTIE,60.891,26.929,99.0
2013-08-26,2013,35,201335,1.497365269461078,0.9761676646706587,74.48502994011976,,,1021.0089820359282,1008.9886227544911,,,1.2164071856287426,,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIM00002956,KOUVOLA UTTI LENTOPORTINTIE,60.891,26.929,99.0
2013-09-02,2013,36,201336,1.4535714285714285,0.9155357142857143,73.69642857142857,,,1013.1005952380953,1001.1541666666666,,,1.1682142857142856,,-0.30892857142857144,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,FIM00002956,KOUVOLA UTTI LENTOPORTINTIE,60.891,26.929,99.0
2013-09-09,2013,37,201337,1.4367065868263473,1.002814371257485,78.2994011976048,,,1022.377245508982,1010.3149700598802,,,1.2029940119760478,,0.30892857142857144,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,FIM00002956,KOUVOLA UTTI LENTOPORTINTIE,60.891,26.929,99.0
2013-09-16,2013,38,201338,1.3100602409638553,1.0019277108433735,83.2289156626506,,,1017.3650602409639,1005.306626506024,,,1.147289156626506,,-0.2910714285714286,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,FIM00002956,KOUVOLA UTTI LENTOPORTINTIE,60.891,26.929,99.0
2013-09-23,2013,39,201339,1.1873809523809524,1.0449404761904764,91.61904761904762,,,1006.0922619047619,994.1267857142857,,,1.1123809523809522,,-0.04107142857142857,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.0,FIM00002956,KOUVOLA UTTI LENTOPORTINTIE,60.891,26.929,99.0
2013-09-30,2013,40,201340,0.47369047619047616,0.20654761904761906,83.79761904761905,,,1010.6035714285714,998.2625,,,0.36392857142857143,,0.31607142857142856,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,FIM00002956,KOUVOLA UTTI LENTOPORTINTIE,60.891,26.929,99.0
2013-10-07,2013,41,201341,0.6914285714285714,0.36797619047619046,81.32142857142857,,,1021.0172619047619,1008.6488095238095,,,0.5489285714285714,,-0.12142857142857143,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,FIM00002956,KOUVOLA UTTI LENTOPORTINTIE,60.891,26.929,99.0
2013-10-14,2013,42,201342,0.7571428571428571,0.5779166666666666,89.56547619047619,,,1018.1208333333333,1005.8184523809524,,,0.6791071428571429,,-0.012500000000000008,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,FIM00002956,KOUVOLA UTTI LENTOPORTINTIE,60.891,26.929,99.0
2013-10-21,2013,43,201343,0.14214285714285713,-0.08559523809523809,86.06547619047619,,,1009.3071428571429,996.8380952380952,,,0.055,,0.1767857142857143,0.0,0.0,0.0,0.0,32.4,0.0,0.0,0.0,0.0,FIM00002956,KOUVOLA UTTI LENTOPORTINTIE,60.891,26.929,99.0
2013-10-28,2013,44,201344,0.6667261904761905,0.6022619047619047,95.88095238095238,,,1003.3178571428571,991.1505952380952,,,0.6407142857142857,,-0.6946428571428571,0.0,0.0,0.0,0.0,35.4,0.0,0.0,0.0,0.0,FIM00002956,KOUVOLA UTTI LENTOPORTINTIE,60.891,26.929,99.0
2013-11-04,2013,45,201345,0.5276190476190477,0.4764285714285715,96.73214285714286,,,999.2863095238096,987.1154761904761,,,0.5032142857142857,,0.0875,0.0,0.0,0.0,0.0,47.7,0.0,0.0,0.0,0.0,FIM00002956,KOUVOLA UTTI LENTOPORTINTIE,60.891,26.929,99.0
2013-11-11,2013,46,201346,0.505,0.50125,99.75,,,989.3625,977.325,,,0.50375,,-0.4666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,FIM00002956,KOUVOLA UTTI LENTOPORTINTIE,60.891,26.929,99.0
2013-11-18,2013,47,201347,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2013-11-25,2013,48,201348,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2013-12-02,2013,49,201349,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2013-12-09,2013,50,201350,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
